satisfaction_level,evaluation_score,projects,monthly_hours,tenure,accident,left,promoted,salary_level,department_Information Technology,department_Research and Development,department_Accounting,department_Human Resources,department_Management,department_Marketing,department_Product Management,department_Sales,department_Support,department_Technical,overtime,workload,stress_level
0.75,0.92,3,160,3,1,0,0,1,0,0,0,0,0,0,0,0,0,1,1,277.12812921102034,369.50417228136047
0.71,0.7,4,237,4,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,474.0,667.6056338028169
0.66,0.49,3,206,2,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,356.8024663591887,540.6097975139222
0.54,0.72,6,222,5,0,0,0,2,0,0,0,0,0,1,0,0,0,0,1,543.7867228978655,1007.012449810862
0.47,0.4,3,113,3,0,0,0,2,0,0,0,0,0,1,0,0,0,0,0,195.72174125528312,416.42923671336837
0.87,0.79,3,244,3,0,0,0,2,0,0,0,0,0,0,0,1,0,0,1,422.62039704680603,485.77057131816787
0.9,0.52,3,162,2,0,0,0,2,0,0,0,0,0,0,0,1,0,0,1,280.59223082615813,311.7691453623979
0.51,0.63,3,234,2,0,0,0,2,0,0,0,0,0,0,0,1,0,0,1,405.29988897111724,794.7056646492495
0.62,0.71,4,168,2,0,0,0,2,0,0,0,0,0,0,0,1,0,0,1,336.0,541.9354838709678
0.47,0.43,3,120,3,0,0,0,2,0,0,0,0,0,0,0,1,0,0,0,207.84609690826525,442.22573810269205
0.59,0.94,5,274,2,0,0,0,2,0,0,0,0,0,0,0,1,0,0,1,612.6826258349424,1038.4451285338007
0.87,0.62,4,202,3,0,0,0,2,0,0,0,0,0,0,0,1,0,0,1,404.0,464.367816091954
0.59,0.97,3,209,3,0,0,0,2,0,0,0,0,0,0,0,1,0,0,1,361.99861878189535,613.5569809862633
0.87,0.71,6,224,6,0,0,0,2,0,0,0,0,0,0,0,1,0,0,1,548.6857023834318,630.6732211303814
0.89,0.93,3,168,2,0,0,0,2,0,0,0,0,0,0,0,1,0,0,1,290.9845356715714,326.94891648491165
0.73,0.68,4,227,3,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,454.0,621.9178082191781
0.79,0.98,3,217,3,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,375.85502524244635,475.76585473727386
0.8,0.74,2,205,3,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,289.9137802864845,362.3922253581056
0.73,0.89,5,223,3,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,498.64315898245314,683.0728205239085
0.96,0.9,3,175,3,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,303.1088913245535,315.73842846307656
0.66,0.96,3,175,2,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,303.1088913245535,459.25589594629315
0.53,0.97,4,254,3,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,508.0,958.4905660377358
0.86,0.56,5,215,2,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,480.7546151624548,559.0169943749474
0.92,0.86,3,166,4,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,287.5204340564336,312.52221093090606
0.31,0.95,5,205,3,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,458.3939353874569,1478.6901141530868
0.69,0.73,4,233,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,466.0,675.3623188405797
0.7,0.83,3,189,3,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,327.3576026305178,467.65371804359694
0.63,0.74,4,202,3,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,404.0,641.2698412698412
0.24,0.53,6,165,5,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,404.16580755922433,1684.0241981634347
0.13,0.94,4,213,5,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,426.0,3276.9230769230767
0.47,0.41,2,140,3,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,197.9898987322333,421.2551036856028
0.53,0.58,4,251,2,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,502.0,947.1698113207547
0.96,0.96,5,243,3,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,543.3645185324489,566.0047068046342
0.92,0.88,4,111,4,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,222.0,241.30434782608694
0.56,0.59,3,178,2,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,308.30504374726013,550.5447209772502
0.51,0.88,5,230,4,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,514.2956348249517,1008.4228133822581
0.22,0.85,6,172,6,1,0,0,1,0,0,0,0,0,0,0,0,0,1,1,421.3122357587066,1915.05561708503
0.83,0.92,3,268,2,1,0,0,1,0,0,0,0,0,0,0,0,0,1,1,464.1896164284591,559.2645981065773
0.85,0.48,2,208,4,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,294.1564209736038,346.0663776160045
0.85,0.92,3,188,4,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,325.6255518229489,383.088884497587
0.85,0.9,5,247,2,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,552.3087904424481,649.7750475793507
0.73,0.82,4,205,4,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,410.0,561.6438356164384
0.18,0.52,3,213,4,0,0,0,2,0,0,0,0,0,0,0,0,1,0,1,368.9268220121708,2049.5934556231714
0.63,0.87,4,145,3,1,0,0,2,0,0,0,0,0,0,0,0,1,0,0,290.0,460.3174603174603
0.5,0.48,2,106,2,0,0,0,2,0,0,0,0,0,0,0,0,1,0,0,149.9066376115481,299.8132752230962
0.63,0.47,3,180,3,1,0,0,2,0,0,0,0,0,0,0,0,1,0,1,311.7691453623979,494.8716593053935
0.15,0.95,4,251,5,0,0,0,2,0,0,0,0,0,0,0,0,1,0,1,502.0,3346.666666666667
0.96,0.69,4,156,5,0,0,0,2,0,0,0,0,0,0,0,0,1,0,1,312.0,325.0
0.96,0.91,5,179,2,0,0,0,2,0,0,0,0,0,0,0,0,1,0,1,400.2561679724624,416.93350830464834
0.31,0.51,4,229,6,0,0,0,2,0,0,0,0,0,0,0,0,1,0,1,458.0,1477.4193548387098
0.59,0.49,4,149,4,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,298.0,505.0847457627119
0.75,0.98,4,198,3,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,396.0,528.0
0.96,0.51,3,241,6,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,417.4242446240994,434.8169214834369
0.69,0.67,4,156,3,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,312.0,452.1739130434783
0.92,0.89,3,220,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,381.051177665153,414.18606267951407
0.96,0.82,5,185,3,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,413.6725758374611,430.908933164022
0.67,0.7,4,222,3,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,444.0,662.6865671641791
0.49,0.56,3,221,3,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,382.7832284727219,781.1902621892283
0.85,0.65,4,280,3,1,0,0,1,1,0,0,0,0,0,0,0,0,0,1,560.0,658.8235294117648
0.85,0.53,3,250,3,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,433.0127018922193,509.4267081084933
0.91,0.77,4,167,3,1,0,0,1,1,0,0,0,0,0,0,0,0,0,1,334.0,367.032967032967
0.7,0.48,4,238,3,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,476.0,680.0
0.98,0.99,4,132,2,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,264.0,269.38775510204084
0.48,0.48,2,245,5,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,346.4823227814083,721.8381724612673
0.39,0.6,2,161,2,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,227.68838354206832,583.8163680565855
0.66,0.89,3,242,3,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,419.1562954316683,635.0852961085883
0.6,0.61,3,104,5,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,180.13328398716322,300.2221399786054
0.88,0.9,4,152,4,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,304.0,345.45454545454544
0.85,0.83,3,226,2,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,391.44348251056624,460.52174413007793
0.76,0.81,3,175,3,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,303.1088913245535,398.8274885849388
1.0,0.67,5,241,4,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,538.8923825774493,538.8923825774493
0.79,0.74,2,158,3,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,223.44574285494903,282.842712474619
0.63,0.52,5,226,4,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,505.3513629149525,802.1450204999246
0.5,0.83,2,220,2,1,0,0,1,0,0,0,0,0,0,0,1,0,0,1,311.1269837220809,622.2539674441618
0.83,0.74,4,233,3,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,466.0,561.4457831325301
0.71,0.81,3,141,3,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,244.21916386721168,343.970653334101
0.94,0.87,4,157,3,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,314.0,334.0425531914894
0.56,0.57,2,112,4,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,158.39191898578665,282.84271247461896
0.78,0.71,4,216,2,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,432.0,553.8461538461538
0.34,0.46,5,131,3,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,292.92490505247247,861.5438383896249
0.62,0.67,3,212,3,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,367.194771204602,592.2496309751645
0.82,0.74,3,163,2,0,0,0,2,0,0,0,0,0,0,0,1,0,0,1,282.32428163372697,344.2979044313744
0.42,0.5,2,151,3,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,213.54624791833737,508.4434474246128
0.51,0.79,3,137,3,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,237.29096063693618,465.2763934057572
0.63,0.78,2,158,5,1,0,0,1,0,0,0,0,0,0,0,1,0,0,1,223.44574285494903,354.6757823094429
0.43,0.81,3,102,3,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,176.66918237202546,410.8585636558732
0.5,0.49,5,256,3,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,572.4334022399462,1144.8668044798924
0.81,0.87,4,203,2,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,406.0,501.2345679012345
0.63,0.7,5,177,2,1,0,0,1,0,0,0,0,0,0,0,1,0,0,1,395.7840320174628,628.2286222499409
0.86,0.7,4,197,3,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,394.0,458.13953488372096
0.92,0.91,3,202,2,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,349.8742631289132,380.29811209664473
0.72,0.78,3,229,2,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,396.6396349332729,550.8883818517679
0.78,0.63,4,181,2,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,362.0,464.1025641025641
0.76,0.65,3,254,2,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,439.9409051224948,578.8696120032827
0.84,0.63,2,162,3,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,229.1025971044414,272.7411870290969
0.78,0.54,4,102,3,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,204.0,261.53846153846155
0.57,0.59,4,197,3,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,394.0,691.2280701754387
0.15,0.42,3,98,3,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,169.74097914174996,1131.6065276116665
0.69,0.77,3,232,2,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,401.8357873559795,582.3707063130138
0.73,0.6,3,252,4,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,436.47680350735703,597.913429462133
0.96,0.54,5,161,3,1,0,0,2,0,0,1,0,0,0,0,0,0,0,1,360.00694437746614,375.00723372652726
0.91,0.78,4,169,4,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,338.0,371.4285714285714
0.58,0.97,2,216,3,0,0,0,2,0,0,1,0,0,0,0,0,0,0,1,305.47012947258855,526.6726370217044
0.84,0.56,3,266,3,0,0,0,2,0,0,0,1,0,0,0,0,0,0,1,460.72551481332135,548.4827557301445
0.51,0.58,3,141,3,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,244.21916386721168,478.86110562198365
0.71,0.95,4,249,3,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,498.0,701.4084507042254
0.63,0.82,5,268,3,0,0,0,2,0,0,0,1,0,0,0,0,0,0,1,599.2662179699437,951.2162189999106
0.66,0.51,3,192,3,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,332.55375505322445,503.86932583821886
0.5,0.8,6,201,5,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,492.34743829941874,984.6948765988375
0.56,0.89,3,163,3,1,0,0,2,0,0,0,0,0,0,0,0,0,1,1,282.32428163372697,504.1505029173695
0.57,0.46,3,167,4,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,289.2524848640025,507.46049976140796
0.7,0.65,5,202,3,1,0,0,1,0,0,0,0,0,0,0,0,0,1,1,451.68573145495753,645.2653306499394
0.84,0.62,5,245,4,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,547.8366544874485,652.1864934374388
0.33,0.59,3,243,2,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,420.88834623923714,1275.4192310279914
0.64,0.94,3,204,2,0,0,0,2,0,0,0,0,0,0,0,0,0,1,1,353.3383647440509,552.0911949125796
0.93,0.54,4,239,2,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,478.0,513.9784946236559
1.0,0.58,4,229,2,1,0,0,1,0,0,0,0,0,0,0,0,0,1,1,458.0,458.0
0.91,0.49,3,213,4,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,368.9268220121708,405.4140901232646
0.56,0.59,5,254,4,0,0,0,2,0,0,0,0,0,0,0,0,1,0,1,567.9612662849466,1014.2165469374046
0.62,0.52,6,253,4,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,619.720904924144,999.5498466518451
0.98,0.68,4,253,3,0,0,0,2,0,0,0,0,0,0,0,0,1,0,1,506.0,516.3265306122449
0.96,0.85,5,211,4,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,471.81034325245565,491.4691075546413
0.61,0.99,5,98,2,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,219.1346617949794,359.2371504835728
0.92,0.66,4,133,3,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,266.0,289.1304347826087
0.58,0.67,5,265,3,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,592.5580140374443,1021.6517483404212
0.47,0.49,2,112,3,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,158.39191898578665,337.0040829484822
0.87,0.7,3,224,3,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,387.9793808954285,445.9533113740558
0.8,0.64,5,180,2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,402.49223594996215,503.1152949374527
0.54,0.53,3,203,2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,351.6063139364821,651.1228035860779
0.14,0.83,6,275,6,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,673.6096792653739,4811.4977090383845
0.98,0.76,5,168,3,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,375.65942021996466,383.32593899996397
0.13,0.58,4,203,4,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,406.0,3123.076923076923
0.64,0.81,3,209,3,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,361.99861878189535,565.6228418467115
0.91,0.75,3,166,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,287.5204340564336,315.9565209411358
0.24,0.71,3,187,5,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,323.89350101538,1349.5562542307503
0.34,0.42,6,287,5,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,703.0035561787721,2067.657518172859
0.51,0.85,2,248,4,0,0,0,2,1,0,0,0,0,0,0,0,0,0,1,350.7249634685276,687.6960068010345
0.91,0.7,3,193,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,334.2858058607933,367.34703940746516
0.86,0.9,4,162,3,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,324.0,376.74418604651163
1.0,0.61,3,188,4,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,325.6255518229489,325.6255518229489
0.37,0.41,6,101,3,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,247.39846402110098,668.644497354327
0.46,0.73,6,256,4,0,0,0,2,0,0,0,0,0,0,1,0,0,0,1,627.0693741524935,1363.1942916358555
0.86,0.8,5,134,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,299.63310898497184,348.4105918429905
0.36,0.68,2,126,4,0,0,0,2,0,0,0,0,0,1,0,0,0,0,0,178.19090885901,494.97474683058334
0.52,0.93,2,243,3,0,0,0,2,0,0,1,0,0,0,0,0,0,0,1,343.65389565666214,660.8728762628118
0.51,0.73,3,205,4,0,0,0,2,0,0,1,0,0,0,0,0,0,0,1,355.0704155516198,696.2165010816075
0.69,0.94,5,259,2,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,579.1416061724456,839.3356611194864
0.67,0.5,5,219,3,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,489.69888707245394,730.89386130217
0.6,0.99,5,161,3,0,0,0,2,0,0,0,0,1,0,0,0,0,0,1,360.00694437746614,600.0115739624435
0.71,0.57,3,207,3,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,358.53451716675755,504.9781931926163
0.65,0.79,3,201,3,1,0,0,2,0,0,0,0,0,0,0,1,0,0,1,348.1422123213443,535.6034035712989
0.48,0.92,3,234,3,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,405.29988897111724,844.3747686898276
0.67,0.58,4,158,3,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,316.0,471.6417910447761
0.68,0.63,5,185,4,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,413.6725758374611,608.342023290384
0.74,0.85,3,176,3,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,304.8409421321224,411.9472190974627
0.9,0.77,5,163,3,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,364.47908033246574,404.97675592496194
0.67,0.83,3,171,3,1,0,0,1,0,0,0,0,0,1,0,0,0,0,1,296.180688094278,442.0607284989224
0.64,0.66,5,163,4,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,364.47908033246574,569.4985630194777
0.54,0.87,4,163,3,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,326.0,603.7037037037037
0.6,0.73,2,180,2,0,0,0,2,0,0,0,0,0,0,0,1,0,0,1,254.55844122715712,424.26406871192853
0.72,0.67,3,243,3,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,420.88834623923714,584.567147554496
0.97,0.49,4,213,2,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,426.0,439.17525773195877
0.99,0.89,3,273,2,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,472.84987046630346,477.6261317841449
0.75,0.93,4,195,3,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,390.0,520.0
0.84,0.98,4,246,3,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,492.0,585.7142857142858
0.76,0.5,3,196,3,1,0,0,1,0,0,0,0,0,0,0,1,0,0,1,339.4819582834999,446.68678721513146
0.96,0.51,5,205,2,1,0,0,1,0,0,0,0,0,0,0,1,0,0,1,458.3939353874569,477.49368269526764
0.12,0.81,4,287,6,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,574.0,4783.333333333334
0.54,0.79,3,211,3,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,365.4627203970331,676.7828155500612
0.69,0.98,3,261,4,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,452.06526077547693,655.1670446021405
0.77,0.71,5,204,3,0,0,0,2,0,0,0,0,0,0,0,1,0,0,1,456.15786740995713,592.4128148181261
0.96,0.86,2,163,3,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,230.5168106668145,240.12167777793178
0.53,0.62,4,162,2,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,324.0,611.3207547169811
0.54,0.72,4,259,2,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,518.0,959.2592592592592
0.89,0.64,4,151,5,0,0,0,2,0,0,0,0,0,0,0,1,0,0,0,302.0,339.3258426966292
0.52,0.84,2,266,2,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,376.1808075912433,723.4246299831602
0.29,0.65,5,110,5,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,245.96747752497689,848.1637156033686
0.93,0.6,4,271,3,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,542.0,582.7956989247311
0.71,0.68,4,208,2,0,0,0,2,0,0,1,0,0,0,0,0,0,0,1,416.0,585.9154929577466
0.23,0.5,2,150,6,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,212.13203435596427,922.3131928520185
0.89,0.96,3,122,4,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,211.31019852340302,237.4271893521382
0.51,0.5,4,246,3,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,492.0,964.7058823529411
0.27,0.64,2,188,3,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,265.8721497261419,984.7116656523774
0.9,0.53,3,167,3,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,289.2524848640025,321.39164984889163
0.88,0.57,4,261,4,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,522.0,593.1818181818181
0.91,0.83,4,235,3,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,470.0,516.4835164835165
0.65,0.63,4,199,2,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,398.0,612.3076923076923
0.68,0.5,4,166,4,1,0,0,1,0,0,0,0,0,0,0,0,0,1,1,332.0,488.235294117647
0.58,0.63,4,272,3,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,544.0,937.9310344827587
0.68,0.62,3,158,3,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,273.6640275958826,402.44709940570965
0.59,0.76,3,264,3,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,457.26141319818356,775.019344403701
0.56,0.57,5,274,3,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,612.6826258349424,1094.076117562397
0.74,0.44,5,169,3,1,0,0,1,0,0,0,0,0,0,0,0,0,1,1,377.8954881974645,510.66957864522226
0.5,0.91,4,148,2,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,296.0,592.0
0.85,0.65,4,162,2,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,324.0,381.1764705882353
0.57,0.48,5,221,3,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,494.17102302745354,866.9667070657081
0.89,0.58,3,167,3,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,289.2524848640025,325.00279198202526
0.76,0.66,5,206,2,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,460.6300033649567,606.0921096907325
0.96,0.7,3,169,3,0,0,0,2,0,0,0,0,0,0,0,0,1,0,1,292.71658647914023,304.9131109157711
0.81,0.68,4,179,3,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,358.0,441.9753086419753
0.79,0.85,4,100,6,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,200.0,253.1645569620253
0.63,0.66,3,177,2,1,0,0,1,0,0,0,0,0,0,0,0,1,0,1,306.5729929396913,486.6237983169703
0.92,0.82,5,252,3,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,563.489130329947,612.4881851412467
0.77,0.74,4,202,4,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,404.0,524.6753246753246
0.73,0.87,4,263,2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,526.0,720.5479452054794
0.74,0.98,4,160,2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,320.0,432.43243243243245
0.8,0.74,5,229,3,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,512.0595668474518,640.0744585593147
0.82,0.85,5,195,4,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,436.033255612459,531.7478726981208
0.48,0.81,3,212,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,367.194771204602,764.9891066762541
0.79,0.54,6,190,4,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,465.4030511288038,589.1177862389922
0.87,0.41,3,219,3,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,379.3191268575841,435.9989963880277
0.96,0.88,2,193,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,272.9432175380074,284.315851602091
0.96,0.58,5,197,4,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,440.5053915674586,458.8597828827694
0.69,0.66,3,206,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,356.8024663591887,517.1050237089692
0.42,0.58,2,140,3,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,197.9898987322333,471.4045207910317
0.7,0.76,3,173,2,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,299.64478970941576,428.0639852991654
0.97,0.76,6,142,2,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,347.82754347521126,358.5850963661972
0.6,0.59,3,237,4,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,410.4960413938239,684.1600689897065
0.63,0.63,5,252,2,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,563.489130329947,894.4271909999159
0.65,0.82,4,196,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,392.0,603.0769230769231
0.85,0.81,3,205,3,0,0,0,2,0,0,0,0,0,1,0,0,0,0,1,355.0704155516198,417.7299006489645
0.54,0.83,3,201,3,0,0,0,2,0,0,1,0,0,0,0,0,0,0,1,348.1422123213443,644.707800595082
0.23,0.74,5,120,4,0,0,0,2,0,0,1,0,0,0,0,0,0,0,0,268.3281572999748,1166.6441621738034
0.95,0.73,2,187,2,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,264.4579361637688,278.37677490923033
1.0,0.51,5,274,4,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,612.6826258349424,612.6826258349424
0.77,0.93,3,227,3,0,0,0,2,0,0,0,0,1,0,0,0,0,0,1,393.17553331813514,510.61757573783785
0.8,0.53,3,245,3,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,424.35244785437493,530.4405598179686
0.88,0.56,4,243,4,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,486.0,552.2727272727273
0.73,0.68,3,132,2,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,228.63070659909178,313.1927487658792
0.54,0.9,3,206,3,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,356.8024663591887,660.7453080725717
0.92,0.58,5,205,2,1,0,0,1,0,0,0,0,1,0,0,0,0,0,1,458.3939353874569,498.2542775950618
0.14,0.88,3,162,4,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,280.59223082615813,2004.2302201868436
0.65,0.79,5,266,3,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,594.7940820149441,915.0678184845294
0.17,0.89,5,261,5,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,583.6137421274451,3433.022012514383
0.18,0.67,5,209,4,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,467.33820729745605,2596.323373874756
0.58,0.5,5,184,4,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,411.43650785996135,709.3732894137265
